Column1,地块编号,宗地位置,地块面积（平方米）,用途,成交价格（万元）,受让单位
241,郑政东出[2018]19号（网）,如意河东二街南、九如路西,51922.88,城镇住宅,157500.0,青岛中海盛兴房地产有限公司
30,郑上出[2019]10号（网）,金华路以东、规划漓江路南侧,41786.63,城镇住宅兼容零售商业、批发市场、餐饮、旅馆,16297.0,山西盛昌置业有限公司
67,郑政东出[2019]6号（网）,圃田北路南、圃田西路东,1461.84,交通服务场站用地（地下空间）,193.0,尚湖实业有限公司
213,郑上出[2018]07号（网）,金华路东侧、规划漓江路南侧,40954.03,城镇住宅、商服,19858.0,天地源股份有限公司
29,郑政东出〔2019〕11号（网）,龙湖中环东路东、南录庄街北,56247.63,地上：城镇住宅用地地下：交通服务场站用地,194000.0,天津绿城北方置地有限公司北京绿城投资有限公司
179,郑政出[2018]151号（网）,莲花街南、川杨路西,48549.1,城镇住宅（地下交通服务场站用地）,63333.0,西安博朗房地产开发有限公司
80,牟政出〔2018〕232号（网）,白沙园区白沙路南、同德路东、润丰路北、雁鸣路西,69994.39,地上：城镇住宅用地地下：交通服务场站用地,55000.0,新东润地产有限公司
70,郑政高出〔2019〕18号,红杉路东、雪梅街南,65687.91,工业用地（地下交通服务场站用地）,5917.0,新天科技股份有限公司
25,郑政东出〔2019〕13号（网）,龙湖外环北路南、龙津路东,72440.64,城镇住宅（地下为交通服务场站）,267000.0,烟台中海兴业地产有限公司中海兴业武汉房地产有限公司
95,郑上出[2019]6号（网）,商业街西侧、济源路南侧,41658.21,城镇住宅兼容零售商业、批发市场、餐饮、旅馆,20224.0,豫商集团郑州置业有限公司
296,郑政经开出〔2018〕015号,经南十五路以南、经开第二十二大街以西,33307.27,工业用地,2070.0,郑州安新汽车隔音毡有限公司
103,郑政出〔2019〕40号（网）,飞翔路北、富国路西,22633.5,仓储用地（地下交通服务场站用地）,1908.0,郑州百利物流有限公司
5,郑政出〔2019〕91号（网）,杓袁中一街西、杓袁北路南,81208.12,城镇住宅（地下交通服务场站用地）,105142.0,郑州保利亨业房地产开发有限公司
34,郑政出〔2019〕71号（网）,杓袁南路北、杓袁东路西,59888.35,城镇住宅（地下交通服务场站用地）,77053.0,郑州保利亨业房地产开发有限公司
63,郑政经开出〔2019〕016号（网）,兰心东路以南、碧泉街以东、浔江东路以北、蓝湖街以西,33058.54,城镇住宅（地下交通服务场站用地）,40868.0,郑州保利亨业房地产开发有限公司
173,郑政出[2018]159号（网）,杓袁中二街西、杓袁北路南,13696.3,城镇住宅（地下交通服务场站）,15119.0,郑州保利亨业房地产开发有限公司
210,郑政出〔2018〕107号（网）,杓袁北路北、杓袁东路东,41309.62,城镇住宅,37336.0,郑州保利亨业房地产开发有限公司
211,郑政出〔2018〕108号（网）,杓袁北路南、杓袁东路东,10914.37,城镇住宅,10358.0,郑州保利亨业房地产开发有限公司
246,郑政经开出[2018]035号（网）,凤栖街以东、美辰路以南、花溪街以西、兰心东路以北,241289.41,仓储用地,11920.0,郑州达奥物流有限公司
145,郑政出[2019]7号（网）,少林路南、消防路西,5410.81,城镇住宅,10982.0,郑州大有永固置业有限公司
58,郑政出〔2019〕64号（网）,昌达路北、西四环路东,52132.25,城镇住宅（地下交通服务场站用地）,63832.0,郑州德宸祥苑有限公司
38,郑政出〔2019〕75号（网）,学府路南、爱民路西,74629.59,城镇住宅（地下交通服务场站用地）,90000.0,郑州德宸祥苑置业有限公司
256,郑政出〔2018〕89号,滨河路北、江山路东,50091.16,城镇住宅,41766.0,郑州德府瑞居置业有限公司
181,郑政出〔2018〕144号（网）,洛河路北、文化宫路东,16426.66,城镇住宅,28571.0,郑州帝景置业有限公司
182,郑政出〔2018〕145号（网）,中原路南、文化宫路东,18899.23,商务金融兼容零售商业、餐饮、旅馆,44241.0,郑州帝景置业有限公司
197,郑政出〔2018〕125号（网）,石化路南、魏庄西街东,16226.41,城镇住宅,21807.0,郑州鼎发置业有限公司
198,郑政出〔2018〕126号（网）,魏庄街南、魏庄东街西,38813.1,城镇住宅,52845.0,郑州鼎发置业有限公司
234,郑政出[2018]101号（网）,石化路南、二里岗街西,14872.8,城镇住宅,21017.0,郑州鼎发置业有限公司
242,郑政出[2018]93号（网）,二里岗南街南、魏庄西街东,20648.69,城镇住宅,28258.0,郑州鼎发置业有限公司
243,郑政出[2018]94号（网）,石化路南、城东路东,20106.5,城镇住宅、零售商业、餐饮、旅馆、商务金融,28128.0,郑州鼎发置业有限公司
244,郑政出[2018]95号（网）,二里岗南街南、魏庄西街西,11503.84,城镇住宅、零售商业、餐饮、旅馆,15404.0,郑州鼎发置业有限公司
186,郑政出[2018]15号（网）,310国道以南,21529.83,商业,2830.0,郑州方顶驿文化发展有限公司
131,郑政出〔2019〕10号（网）,思源路南、景中路西,34626.81,城镇住宅（地下交通服务场站用地）,31623.0,郑州高屋置业有限公司
22,郑政高出〔2019〕33号（网）,站北路北、雄鹰东路西,13091.5,城镇住宅（地下交通服务场站用地）,17152.0,郑州高新碧桂园房地产开发有限公司
267,郑政出[2018]72号（网）,化工路南、雄鹰东路东,35078.67,城镇住宅,29909.0,郑州高新碧桂园房地产开发有限公司
268,郑政出[2018]73号（网）,站北街北、湖西路西,38038.29,城镇住宅,32459.0,郑州高新碧桂园房地产开发有限公司
269,郑政出[2018]74号（网）,绿荫路东、新庄路北,28708.29,城镇住宅,23208.0,郑州高新碧桂园房地产开发有限公司
75,郑政高出〔2019〕11号（网）,枫香街南、金柏路东,10933.13,城镇住宅,10910.0,郑州高新建设集团有限公司
76,郑政高出〔2019〕12号（网）,枫香街南、红杉路西,39024.39,城镇住宅,38993.0,郑州高新建设集团有限公司
77,郑政高出〔2019〕13号（网）,杜兰街南、红杉路西,45915.05,城镇住宅,45857.0,郑州高新建设集团有限公司
114,郑政出[2019]32号（网）,郑少高速辅道南、景西一路东,41297.17,城镇住宅（地下交通服务场站）,41458.0,郑州国控西城建设有限公司
45,郑政东出〔2019〕8号（网）,育翔路北、夏庄街西,16239.94,地上：工业用地（新型工业用地）地下：交通服务场站用地,3650.0,郑州海康威视数字技术有限公司
6,郑政出〔2019〕92号（网）,雪松路东、高铁北路南,63143.61,城镇住宅（地下交通服务场站用地）,64478.0,郑州恒泓置业有限公司
149,郑政出〔2018〕165号（网）,郑峪路南、站前大道西,59486.4,城镇住宅（地下交通服务场站用地）,64603.0,郑州恒泓置业有限公司
150,郑政出〔2018〕166号（网）,高铁北路北、创文路西,28240.79,城镇住宅（地下交通服务场站用地）,30664.0,郑州恒泓置业有限公司
132,郑政出〔2019〕11号（网）,林荫南路东、同欣路南,20369.79,城镇住宅（地下交通服务场站用地）,17167.0,郑州华侨城文化旅游开发有限公司
134,郑政出〔2019〕9号（网）,中原西路北辅道北、中州路西,20058.87,商务金融兼容零售商业、批发市场、餐饮、旅馆用地（地下交通服务场站用地）,23108.0,郑州华侨城文化旅游开发有限公司
163,郑政出[2018]161号（网）,富贵路南、中州路西,36894.48,城镇住宅（地下交通服务场站用地）,37811.0,郑州华侨城文化旅游开发有限公司
164,郑政出[2018]162号（网）,富贵路南、中州路东,33348.66,城镇住宅（地下交通服务场站用地）,34150.0,郑州华侨城文化旅游开发有限公司
165,郑政出[2018]163号（网）,中原西路北辅道北、杭州路西,22060.31,商务金融兼容零售商业、餐饮、旅馆（地下空间用途为交通服务场站）,24820.0,郑州华侨城文化旅游开发有限公司
190,郑政出[2018]137号（网）,夏璜街北、夏至路西,49045.59,城镇住宅（地下交通服务场站）,44572.0,郑州华侨都市置业有限公司
191,郑政出[2018]138号（网）,夏璜街南、夏至路东,39793.43,城镇住宅（地下交通服务场站）,33975.0,郑州华侨都市置业有限公司
192,郑政出[2018]139号（网）,思勤江路南、立夏路西,38830.57,城镇住宅（地下交通服务场站）,33129.0,郑州华侨都市置业有限公司
193,郑政出[2018]140号（网）,夏璜街北、夏至路东,22718.37,文化设施用地（地下交通服务场站）,4619.0,郑州华侨都市置业有限公司
137,郑政出〔2018〕177号（网）,丰庆北路东、新龙路南,52879.97,城镇住宅（地下交通服务场站用地）,74228.0,郑州华瑞紫颖置业有限公司
250,郑政出〔2018〕83号,支四路以南、图强路以东,32548.97,城镇住宅,27918.0,郑州华瑞紫韵置业有限公司
251,郑政出〔2018〕84号,郑上南辅道南、爱民东路东,36637.99,城镇住宅、商务金融,35859.0,郑州华瑞紫韵置业有限公司
253,郑政出〔2018〕86号,支四路以南、支十一路以西,10211.67,城镇住宅,9383.0,郑州华瑞紫韵置业有限公司
28,郑政出〔2019〕80号（网）,经南十三路以南、经南十四路以北、经开第十七大街以东,77167.61,城镇住宅（地下交通服务场站用地）,147604.0,郑州铧茂创盛置业有限公司
109,郑政经开出[2019]004号（网）,望湖路以南、凤河东街（规划路名花马东街）以东,20301.69,仓储用地,2344.0,郑州寰玥实业有限公司
303,郑政出[2018]61号（网）,环保北路北、化肥西路西,15608.55,城镇住宅、批发零售、住宿餐饮,12044.0,郑州建业高新置业有限公司
308,郑政出[2018]57号（网）,黎明路北、电厂路东,42402.74,城镇住宅,46957.0,郑州建业高新置业有限公司
309,郑政出[2018]58号（网）,五龙口南路南、化肥西路东,34996.29,城镇住宅,41643.0,郑州建业高新置业有限公司
299,郑政经开出〔2018〕018号,经南十三路以南、经开第二十二大街以西,19999.98,工业用地,1250.0,郑州劲松汽车零部件有限公司
14,郑政经开出[2019]029号（网）,经南八路以南、经开第三十五大街以西、经南九路以北、经开第三十四大街以东,69851.66,城镇住宅（地下交通服务场站用地）,70299.0,郑州经开投资发展有限公司
15,郑政经开出[2019]030号（网）,经南八路以南、经开第三十五大街以东、经南九路以北、经开第三十六大街以西,69466.74,城镇住宅（地下交通服务场站用地）,69933.0,郑州经开投资发展有限公司
52,郑政高出〔2019〕21 号（网）,金梭路东、木兰里南,14636.82,商务金融用地兼容零售商业、批发市场、餐饮、旅馆和城镇住宅用地（地下交通服务场站用地）,18862.0,郑州玖仁置业有限公司
55,郑政高出〔2019〕21 号（网）,金梭路东、木兰里南,14636.82,商务金融用地兼容零售商业、批发市场、餐饮、旅馆和城镇住宅用地（地下交通服务场站用地）,18862.0,郑州玖仁置业有限公司
178,郑政出[2018]150号（网）,莲花街南、川杨路东,51863.8,城镇住宅（地下交通服务场站用地）,72072.0,郑州隽翔房地产开发有限公司
16,郑政出〔2019〕85号（网）,豫十路北、潮河东路东,20210.05,城镇住宅、地下空间用途交通服务场站,20937.0,郑州开元盛世置业有限公司
10,郑政出[2019]97号（网）,秦岭路西、汝河路南,70406.25,城镇住宅兼容零售商业、餐饮、旅馆、商务金融（地下交通服务场站用地）,121455.0,郑州康平置业有限公司
194,郑政出〔2018〕136号（网）,合欢街北、银屏路东,12161.64,零售商业、餐饮、旅馆兼容城镇住宅,11238.0,郑州朗悦置业有限公司
229,郑上出[2018]06号（网）,汝南路西侧、龙江路南侧,39180.49,城镇住宅,17632.0,郑州梁拓房地产开发有限公司
162,郑政出[2018]169号（网）,经南十四路以南、经开第十五大街东,62272.9,城镇住宅（地下交通服务场站）,132627.0,郑州绿博文创置业有限公司
231,郑政出〔2018〕103号（网）,贺江路南、春晓路东,27675.03,城镇住宅,24393.0,郑州绿基置业有限公司
232,郑政出〔2018〕104号（网）,贺江路南、紫荆山南路东,69679.74,城镇住宅、零售商业、餐饮、旅馆,63132.0,郑州绿基置业有限公司
195,郑政出[2018]134号（网）,站马屯路南、紫荆山南路西,89541.61,城镇住宅,78815.0,郑州绿锦置业有限公司
111,郑政出〔2019〕20号（网）,博卉路北、园田北路西,33769.09,城镇住宅（地下交通服务场站用地）,53836.0,郑州美盛置业有限公司
112,郑政出〔2019〕21号（网）,国基路南、园田北路西,61008.9,城镇住宅兼容零售商业、餐饮、旅馆、商务金融（地下交通服务场站用地）,106652.0,郑州美盛置业有限公司
187,郑政出[2018]141号（网）,航海中路南、淮南街东,31844.71,城镇住宅兼容零售商业、餐饮、旅馆、商务金融（地下：交通服务场站）,52313.0,郑州名门城房地产有限公司
188,郑政出[2018]142号（网）,大学南路东、张魏寨路南,33258.73,城镇住宅（地下：交通服务场站）,49330.0,郑州名门城房地产有限公司
1,郑政出[2020]1号（网）,北岗路南、支八路西,28880.66,城镇住宅（地下交通服务场站用地）,42717.0,郑州名兴置业有限公司
2,郑政出[2020]2号（网）,西岗路南、湖西路西,16694.24,城镇住宅（地下交通服务场站用地）,25122.0,郑州名兴置业有限公司
3,郑政出[2020]3号（网）,湖西路西、北岗路南,44426.7,城镇住宅（地下交通服务场站用地）,66717.0,郑州名兴置业有限公司
285,郑政东出〔2018〕5号（网）,龙湖中环北路北、龙津路东,67694.81,商服用地,84700.0,郑州启迪东龙科技发展有限公司
56,郑政出〔2019〕65号（网）,皓月路南、庄文路西,56746.72,城镇住宅兼容商务金融（地下交通服务场站）,66284.0,郑州融亮春房地产开发有限公司
81,郑政出〔2019〕54号（网）,皓月路南、站前大道西,46010.16,城镇住宅（地下交通服务场站用地）,52133.0,郑州融亮春房地产开发有限公司
223,郑政出〔2018〕109号（网）,星海路南、站前大道东,33930.88,城镇住宅,27376.0,郑州融亮春房地产开发有限公司
224,郑政出〔2018〕110号（网）,辅道南路南、站前大道西,29730.3,城镇住宅,23306.0,郑州融亮春房地产开发有限公司
88,郑政高出〔2019〕1号（网）,梧桐街北、梅林路东,47823.65,城镇住宅（地下交通服务场站用地）,46923.0,郑州融信朗悦置业有限公司
89,郑政高出〔2019〕2号（网）,紫檀路东、杜英街南,37636.04,城镇住宅（地下交通服务场站用地）,31438.0,郑州融信朗悦置业有限公司
90,郑政高出〔2019〕3号（网）,梧桐街南、梅林路东,39316.99,城镇住宅（地下交通服务场站用地）,32772.0,郑州融信朗悦置业有限公司
91,郑政高出〔2019〕4号（网）,梧桐街北、金柏路西,11164.94,零售商业、批发市场、餐饮、旅馆（地下交通服务场站用地）,10604.0,郑州融信朗悦置业有限公司
92,郑政高出〔2019〕5号（网）,科学大道南、金柏路东,21480.41,零售商业、批发市场、餐饮、旅馆兼容商务金融,20483.0,郑州融信朗悦置业有限公司
93,郑政高出〔2019〕6号（网）,杜英街北、红杉路西,42352.55,城镇住宅,39700.0,郑州融信朗悦置业有限公司
293,郑政东出[2018]3号（网）,如意东路西、如意河东三街南,11371.15,商务金融,15400.0,郑州润信嘉置业有限公司
23,郑政出〔2019〕81号（网）,市场街南、南三环南辅道东,85317.93,城镇住宅（地下交通服务场站用地）,90260.0,郑州商都控股集团有限公司
180,郑政出[2018]146号（网）,书院街南、紫荆山路西,43968.03,零售商业、旅馆、餐饮兼容文化设施,43695.0,郑州商都商业发展有限公司
120,郑政出[2019]28号（网）,新城北路南、京水路东,26365.16,商务金融（地下交通服务场站用地）,25784.0,郑州上尤置业有限公司
288,郑政经开出〔2018〕011号,兰心东路以南、鹏程大道以西、蓝湖街以东、浔江东路以北,163896.11,工业用地,8530.0,郑州深澜动力科技有限公司
110,郑政经开出[2019]005号（网）,兰心东路以南、浔江东路（规划路名九龙大道）以北、傲雪南路以东,19839.68,仓储用地,1151.0,郑州圣婷恩特商贸有限公司
300,郑政经开出〔2018〕019号,经南十七路以南、经开第二十二大街以西,66382.04,工业用地,4120.0,郑州盛创汽车配件有限公司
60,郑政出〔2019〕61号（网）,冉屯北路南、嵩山北路西,3722.53,零售商业、餐饮、旅馆（地下交通服务场站用地）,7170.0,郑州盛德房地产开发有限公司
61,郑政出〔2019〕62号（网）,嵩山北路西、冉屯北路北,20454.4,城镇住宅兼容零售商业、餐饮、旅馆（地下交通服务场站用地）,37879.0,郑州盛德房地产开发有限公司
62,郑政出〔2019〕63号（网）,沙口路东、农业路北,33155.69,城镇住宅（地下交通服务场站用地）,62433.0,郑州盛德房地产开发有限公司
126,郑政出〔2019〕23号（网）,颍河西路南、石羊路东,38004.69,城镇住宅（地下为交通服务场站）,58474.0,郑州盛泉置业有限公司
262,郑政出〔2018〕79号,颍河西路南、石羊路西,80734.31,城镇住宅、商务金融,109346.0,郑州盛泉置业有限公司
263,郑政出〔2018〕80号,郑湾路南、西三环西,41824.13,城镇住宅、商务金融,57239.0,郑州盛泉置业有限公司
7,郑政出〔2019〕93号（网）,永康路南、双铁路西,66617.52,城镇住宅,76486.0,郑州市二七城乡更新建设开发有限公司
203,郑政出[2018]131号（网）,宝溪路西南、永康路东南,13415.72,城镇住宅,11724.0,郑州市二七城乡更新建设开发有限公司
204,郑政出[2018]132号（网）,盛达路西南、永康路东南,41887.64,城镇住宅,38495.0,郑州市二七城乡更新建设开发有限公司
130,郑政出[2019]16号（网）,芦庄路南、南岗路西,48210.4,城镇住宅,50967.0,郑州市二七新区建设投资开发有限公司
151,郑政出〔2018〕167号（网）,南宏路南、杏园路东,38229,城镇住宅,36280.0,郑州市二七新区建设投资开发有限公司
68,郑政东出[2019]7号（网）,东站北街南、心怡路东,37800.89,地下空间用途为商服（零售商业、批发市场、餐饮、旅馆）用地、交通服务场站用地,10500.0,郑州市轨道交通置业有限公司
273,郑政出[2018]69号（网）,国基路北、黄家庵北路东,5271.6,商务金融兼容零售商业、餐饮、旅馆,7617.0,郑州市金水碧海房地产开发有限公司
127,郑政出〔2019〕17号（网）,翰林路南、长安路东,5033.66,城镇住宅,6133.0,郑州市金水建设综合开发有限公司
128,郑政出〔2019〕18号（网）,魏河南路南、桑叶路西,22801.21,城镇住宅,27795.0,郑州市金水建设综合开发有限公司
297,郑政经开出〔2018〕016号,经南十六路以北、经开第二十一大街以东,19570.56,工业用地,1220.0,郑州市科达斯特恩汽车零部件有限公司
292,郑政经开出〔2018〕002号（网）,锦瑞路（规划路名锦绣大道）以南、龙善街以东、嬉雨西路（规划路名嬉雨路）以北,14334.58,零售商业用地、批发市场用地、餐饮用地、旅馆用地,9560.0,郑州市绿勤置业有限公司
142,郑政出[2019]4号（网）,代庄南街北、行云路东,35576.11,城镇住宅兼容零售商业、餐饮、旅馆、商务金融（地下交通服务场站）,57125.0,郑州市名川房地产开发有限公司
143,郑政出[2019]5号（网）,张魏寨路南、建云街东,26684.72,城镇住宅（地下交通服务场站）,38268.0,郑州市名川房地产开发有限公司
189,郑政出[2018]143号（网）,岗南路南、岗东路西,48358.11,城镇住宅,44746.0,郑州市商城房产置业有限公司
226,郑政东出[2018]22号（网）,如意河西二街北、如意西路西,51250.54,城镇住宅,151500.0,郑州市永威置业有限公司
4,牟政出〔2019〕231号（网）,贺庄路东、魏庄路南、铁牛路西、瑞佳路北,地上：137591.75地下空间：131060.86,地上：旅馆、其他商服、医疗卫生用地混合；地下空间：交通服务场站用地,74500.0,郑州泰康之家豫园置业有限公司
24,郑政出〔2019〕82号（网）,明晖路南、龙腾路西,57680.25,城镇住宅（地下交通服务场站用地）,60284.0,郑州天地康颂置业有限公司
99,郑政出〔2019〕36号（网）,林荫北路南、思源路西,42538.29,城镇住宅（地下交通服务场站用地）,44523.0,郑州天地新城实业有限公司
100,郑政出〔2019〕37号（网）,林荫北路北、思源路西,55787.54,城镇住宅（地下交通服务场站用地）,57407.0,郑州天地新城实业有限公司
265,郑政出〔2018〕70号（网）,滨河路北、天山南路东,56972.98,城镇住宅,47168.0,郑州天河置业有限公司
40,郑政高出〔2019〕24号,枫香街南、红杉路东,112137.27,工业（新型产业用地）兼容零售商业、餐饮、旅馆、地下交通服务场站、工业用地,39199.0,郑州天健湖大数据产业园发展有限公司
171,郑政出[2018]157号（网）,百泉路北、杭州路东,35444.61,城镇住宅（地下交通服务场站用地）,37872.0,郑州西流湖控股有限公司
41,郑政出〔2019〕12号（网）,水磨路北、萍湖路西,38584.36,城镇住宅（地下交通服务场站用地）,33124.0,郑州祥宁置业有限公司
140,郑政出〔2019〕12号（网）,水磨路北、萍湖路西,38584.36,城镇住宅（地下交通服务场站用地）,33124.0,郑州祥宁置业有限公司
57,郑政出〔2019〕66号（网）,红旗路北、经一路西,42954.39,城镇住宅（地下交通服务场站）,95518.0,郑州新大观置业有限公司
59,郑政出〔2019〕60号（网）,红旗路北、经二路西,30597.13,城镇住宅（地下交通服务场站用地）,68073.0,郑州新大观置业有限公司
304,郑政出[2018]53号（网）,紫荆山南路东、赣江路南,20909.08,城镇住宅,22131.0,郑州鑫南置业有限公司
245,郑政经开出[2018]034号（网）,凤栖街以东、傲雪路以南、花溪街以西、美辰路以北,236556.91,仓储用地,11690.0,郑州星曜迪物流有限公司
20,郑政出[2019]88号（网）,小李庄路南、祥和路西,35592.90,城镇住宅（地下交通服务场站）,39197.0,郑州兴和置业有限公司
21,郑政出[2019]89号（网）,金岱路南、建武路西,28191.56,城镇住宅（地下交通服务场站）,30976.0,郑州兴和置业有限公司
82,郑政出〔2019〕55号（网）,富国路西、豫五路北,49032.75,城镇住宅（地下交通服务场站用地）,54043.0,郑州兴和置业有限公司
83,郑政出〔2019〕56号（网）,天福路南、建文路西,31074.48,城镇住宅（地下交通服务场站用地）,33641.0,郑州兴和置业有限公司
84,郑政出〔2019〕57号（网）,天福路南、建武路西,29504.95,城镇住宅（地下交通服务场站用地）,31891.0,郑州兴和置业有限公司
119,郑政出[2019]27号（网）,小李庄路南、建文路西,26699.18,城镇住宅（地下交通服务场站用地）,28099.0,郑州兴和置业有限公司
248,郑政出〔2018〕91号（网）,豫五路北、富国路东,48705.73,城镇住宅,36715.0,郑州兴和置业有限公司
298,郑政经开出〔2018〕017号,经南十三路以南、经开第二十一大街以东,26670.20,工业用地,1660.0,郑州亚通汽车零部件有限公司
185,郑政出[2018]14号（网）,310国道以南,17792.45,城镇住宅,1894.0,郑州宜方置业有限公司
46,郑政出〔2019〕67号（网）,金宝路南、经五街西,44111.96,城镇住宅（地下交通服务场站用地）,46163.0,郑州益通汇泓房地产有限公司
69,郑政高出〔2019〕17号,雪梅街北、花柏路东,20000.18,工业用地（地下交通服务场站用地）,1691.0,郑州郑大信息技术有限公司
9,郑政出[2019]95号（网）,学院路东、安宁路南,45572.23,城镇住宅,46582.0,郑州中鼎置业有限公司
8,郑政出〔2019〕94号（网）,振兴路东、芦庄路南,39269.1,城镇住宅（地下交通服务场站用地）,42899.0,郑州中贯新城置业有限公司
39,郑政出〔2019〕76号（网）,刘东路西、九冶路北,24245.97,城镇住宅（地下交通服务场站用地）,26579.0,郑州中贯新城置业有限公司
122,郑政出[2019]24号（网）,刘东路东、九冶路北,30864.92,城镇住宅（地下交通服务场站）,32061.0,郑州中贯新城置业有限公司
123,郑政出[2019]25号（网）,京广南路东、左江路北,50174.36,城镇住宅（地下交通服务场站）,52003.0,郑州中贯新城置业有限公司
124,郑政出[2019]26号（网）,振兴东路东、百姓路南,44615.31,城镇住宅（地下交通服务场站）,46740.0,郑州中贯新城置业有限公司
133,郑政出〔2019〕8号（网）,田园路东、九冶路南,67185.27,城镇住宅（地下交通服务场站用地）,56869.0,郑州中贯新城置业有限公司
252,郑政出〔2018〕85号,健民路北、站前西路东,12784.16,商务金融、零售商业、餐饮、旅馆,11355.0,郑州紫鑫置业有限公司
